name,email,telefon,webseite,plz,stadt,straße,lat,lng,beansprucht
Kanthak Dietrich Dipl. Stomat. Zahnarzt,,07131 57 46 99,,74074,Heilbronn,Gruppenbacher Str. 18,"49,1271913","9,2256387",nein
Knazko,,07131 6 85 05,,74072,Heilbronn,Sülmerstr. 43,"49,1446373","9,2207261",nein
Usta Nirgül Dr. Zahnarzt,,07131 62 84 49,,74072,Heilbronn,Allee 21,"49,1421432","9,2220928",nein
Tuschner Anton Dr. Zahnarzt,,07131 8 22 44,,74072,Heilbronn,Am Wollhaus 4,"49,1396451","9,219489",nein
Zahnarztpraxis Ilkinci-Balci,,07131 8 55 95,,74072,Heilbronn,Frankfurter Str. 13,"49,1411281","9,2131625",nein
"Andronic Andrea Dres., Jäger Herbert Zahnärztliche Gemeinschaftspraxis",,07131 8 62 51,,74074,Heilbronn,Uhlandstr. 62,"49,1336711","9,222376",nein
Dr. med. Lorenz Balogh Zahnarzt,,07131 8 77 95,,74072,Heilbronn,Fleiner Str. 37,"49,1411499","9,219151",nein
König Gabriele Dr.med.dent. Zahnärztin,,07131 8 98 93 93,,74074,Heilbronn,Alexanderstr. 53,"49,1352475","9,2338083",nein
"Kubin Philipp u. Steinle, W. Dr.med.dent. Zahnärzte",,07131 96 30 82,https://www.steinle-kubin.de/,74072,Heilbronn,Lohtorstr. 17,"49,143338","9,2183766",nein
Kaps Gudrun Dr. Zahnärztin,,,,74081,Heilbronn,Hohenloher Str. 1,"49,115901","9,1688581",nein
"Lang Bernd Dr. med. dent., Zahnarztpraxis",info@praxis-dr-lang.de,07131 28 04 70,https://www.praxis-dr-lang.de/,74078,Heilbronn,Hirschstr. 2/1,"49,1691672","9,2015713",nein
Haag Klaus Dr. Zahnarzt,info@haag-heilbronn.de,07131 48 41 72,https://www.haag-heilbronn.de/,74080,Heilbronn-Böckingen,Im Kreuzgrund 52,"49,1501081","9,1856462",nein
Mogler Bernd Dr. med. dent,praxis@heilbronn-zahnmedizin.de,07131 38 82-0,https://www.heilbronn-zahnmedizin.de/,74080,Heilbronn-Böckingen,Klingenberger Str. 82/1,"49,1328832","9,190868",nein
"Ehret Robert Dr.med.stom., Zahnarzt",r.ehret@t-online.de,07131 3 12 47,,74080,Heilbronn-Böckingen,Keilstr. 6,"49,137323","9,1898819",nein
Lany Lothar Zahnarzt,,07131 4 88 12-0,,74080,Heilbronn-Böckingen,Krumme Str. 2,"49,1427561","9,1886361",nein
"Krämer Bernd, Krämer Volker Dr. med. dent.",info@zahnarztpraxiskraemer.de,07131 4 48 24,https://www.zahnarztpraxiskraemer.de/,74078,Heilbronn-Frankenbach,Frankenstr. 15,"49,1622694","9,1718192",nein
"End Jochen, Zahnarztpraxis",jochen@zahnarztpraxis-end.de,07131 4 32 09,,74078,Heilbronn-Frankenbach,Speyerer Str. 4,"49,1588618","9,1724561",nein
Scholl Wolfgang Dr.med.dent. Zahnarzt,,07131 4 15 07,,74078,Heilbronn-Frankenbach,Backhausstr. 2,"49,1585161","9,1719137",nein
Dentarra Zahnmedizin MVZ GmbH,empfang@zahnarzt-tuncer.de,07131 57 70 72,https://www.zahnarzt-tuncer.de/,74081,Heilbronn-Sontheim,Jörg-Ratgeb-Platz 2,"49,119816","9,2075271",nein
"Preidl Albrecht Dr., Hüttner Thomas Dr. Zahnärzte",zahnarzt.preidl.huettner@web.de,07131 57 79 79,https://www.preidl-huettner.de/,74081,Heilbronn-Sontheim,Kolpingstr. 12,"49,1211464","9,1930074",nein
Lundgren und Partner Zahnärzte,,07131 57 10 10,,74081,Heilbronn-Sontheim,Horkheimer Str. 14,"49,119886","9,189731",nein
Mouka- Bengel Efthymia MSc,,07554 2 95,,88633,Heiligenberg,Postplatz 5,"47,8190839","9,3116813",nein
Parthe Marion Zahnarztpraxis,,033984 7 02 72,,16909,Heiligengrabe,Kirschweg 3,"53,065451","12,3297032",nein
Vogt Dr. Hans H. Zahnarzt,,04362 14 00,https://www.zahnarzt-heiligenhafen.de/,23774,Heiligenhafen,Thulboden 51,"54,3718388","10,9848913",nein
Vogt Hans H. Dr. Zahnarzt,,04362 14 58,https://www.zahnarzt-heiligenhafen.de/,23774,Heiligenhafen,Thulboden 51-53,"54,3718388","10,9848912",nein
Meyer Andre Zahnarzt,,04362 5 08 38 50,https://zahnarzt-heiligenhafen.de/,23774,Heiligenhafen,Rüther Moor 10,"54,3677908","10,9681273",nein
Macdonald Uwe Zahnarzt,,04362 82 80,,23774,Heiligenhafen,Lauritz-Maßmann-Str. 4,"54,3728162","10,9746699",nein
"Lochner Sibylle Dr., Albert Dr. Zahnärzte",,02056 31 35,https://www.zahnarztpraxis-lochner.de/,42579,Heiligenhaus,Gerhart-Hauptmann-Str. 14,"51,3285946","6,9605451",nein
Zahnärzte Im Rathaus-Center Stefanie u.Torben Kley Zahnärzte,,02056 32 69,https://www.zahnarzt-rathaus-center.de/,42579,Heiligenhaus,Hauptstr. 163,"51,3266385","6,9703362",nein
Janke Christine Dr.,,02056 35 80,https://www.dres-janke.de/,42579,Heiligenhaus,Hauptstr. 241,"51,3252769","6,963477",nein
Urban Frank Dr. med. dent.,,02056 39 70,,42579,Heiligenhaus,Moselstr. 42,"51,3313166","6,9434666",nein
Meier Heike Dr. Zahnärztin,,02056 62 14,https://www.drheikemeier.de/,42579,Heiligenhaus,Hauptstr. 193,"51,3256708","6,9681464",nein
Ernst Gero Dr. Zahnarzt,,02056 62 66,,42579,Heiligenhaus,Kettwiger Str. 5,"51,3258995","6,9663802",nein
"Kaiser (M.A.) Christoph Dr.med.dent., Kaiser Tobias Dr.med.dent",,02056 65 74,https://www.kaiser-zahnaerzte.eu/,42579,Heiligenhaus,Südring 131,"51,3252653","6,9708063",nein
Medental Klinikbetreiber GmbH,,02056 9 99 22 52,https://www.medental-klinik.de/,42579,Heiligenhaus,Fichtestr. 8,"51,3284181","7,0020368",nein
Hareuter Simone Zahnärztin,info@itzehoer-zahnarzt.de,04821 7 80 77,https://www.itzehoer-zahnarzt.de/,25524,Heiligenstedten,Brückenstr. 5,"53,9299608","9,4687396",nein
Hartmann Ralf Zahnarzt,,08381 20 06,https://www.starzlachklamm.de/,88178,Heimenkirch,Gartenstr. 17,"47,6311652","9,9011555",nein
Dr. Kirsten Keppler Janusz Wojnar Zahnärzte,dr.keppler-wojnar@gmx.net,,https://www.zahnaerzte-sonnenstrasse.de/,71296,Heimsheim,Sonnenstr. 22,"48,8091437","8,8649825",nein
Friton Michael Dr.med.dent.,dr.friton@t-online.de,07161 48 75,https://www.zahnaerzte-heiningen.de/,73092,Heiningen,Mörikestr. 72,"48,6639507","9,6398711",nein
"Encke Marc Dr.med.dent., Zahnarzt",dr.marc.encke@t-online.de,07161 9 56 16 14,https://www.dr-marc-encke.de/,73092,Heiningen,Eitswiesenstr. 2,"48,6544571","9,64486",nein
Eissner Christof Dr. Zahnarzt,info@klinik-schillerplatz.de,07161 4 98 11,https://www.klinik-schillerplatz.de/,73092,Heiningen,Breitestr. 30,"48,6622857","9,6453761",nein
Eren Mert Dr. med. dent.,info@kfo-eren.de,02452 1 55 70 50,https://www.kfo-eren.info/,52525,Heinsberg,Humboldtstr. 18,"51,0670474","6,109811",nein
"Emunds-Riemkasten Beate, Riemkasten Jürgen Zahnärzte",info@zahnaerzte-heinsberg.de,02452 2 14 77,https://www.zahnaerzte-heinsberg.de/,52525,Heinsberg,Rathausstr. 2,"51,0621225","6,0930292",nein
Nassar Basim Dr. med. dent. Dr. med. dent.,info@zahnarztpraxis-nassar.de,02452 2 24 00,https://www.zahnarztpraxis-nassar.de/,52525,Heinsberg,Liecker Str. 7,"51,064273","6,0941959",nein
Thoor van Wim Dr. Zahnarzt,mail@dr-van-Thoor.com,02452 98 92 00,https://www.dr-van-thoor.com/,52525,Heinsberg,Waldfeuchter Str. 301,"51,0783945","6,0645117",nein
Malekpour N. Dr.,praxis-drmalekpour@t-online.de,02452 2 28 63,https://www.drmalekpour.de/,52525,Heinsberg,Hochstr. 105,"51,0623204","6,0951105",nein
Wolters Heinrich Dr. Zahnarzt,,02452 2 11 55,,52525,Heinsberg,Gerberstr. 22,"51,0657684","6,0939442",nein
"Baltes Ch. Dr. Zahnarzt, W. Dr. Zahnarzt",,02452 2 27 27,,52525,Heinsberg,Genneper Str. 3,"51,0653688","6,0965546",nein
Gerhards Christian Dr. Zahnarztpraxis,,02452 34 13,,52525,Heinsberg,Weberstr. 5A,"51,0619838","6,0954818",nein
Müller April Dr. Kieferorthopädin,,02452 44 14,,52525,Heinsberg,Ostpromenade 85,"51,0645388","6,098252",nein
Maubach Stefan Dr. Zahnarztpraxis,stefan.maubach@zahnarztpraxis-dr-maubach.de,02452 93 13 14,https://www.zahnarztpraxis-dr-maubach.de/,52525,Heinsberg,Erkelenzer Str. 19,"51,042726","6,1485915",nein
Grupe Christian Zahnarzt,,02452 6 17 77,,52525,Heinsberg,Graf-von-Galen-Str. 81,"51,0592563","6,1504155",nein
Mülstroh A. Dr. Zahnärztin,,02452 93 11 81,,52525,Heinsberg,Küpper 7,"51,0678403","6,132849",nein
Marconi Mona Dr. medic. Stom. Zahnärztin,info@zahnaerztin-heinsberg.de,02452 10 16 18,https://www.zahnaerztin-heinsberg.de/,52525,Heinsberg,Birgdener Str. 17D,"51,0152992","6,0710555",nein
Herrmann-Meyer Kathrin Dipl.-Stom. Zahnarztpraxis,,03765 1 35 59,,8468,Heinsdorfergrund,Reichenbacher Str. 33,"50,6112141","12,3331483",nein
Klöpel Werner,kloepel@kloepel.de,07634 21 07,https://www.kloepel.de/,79423,Heitersheim,Poststr. 18,"47,873351","7,6582616",nein
Dertinger Heinrich Dr.,,07634 30 31,,79423,Heitersheim,Johanniterstr. 78,"47,8705347","7,6690788",nein
Zahnarztpraxis Burghardt,info@zahnarztpraxis-holzthaleben.de,036029 80 50,,99713,Helbedündorf,Rasenweg 10,"51,3411269","10,5929564",nein
Göpfert & Rottschäfer,,034772 2 02 02,,6311,Helbra,Am Brückberg 22,"51,5577591","11,4879068",nein
Zahnarztpraxis Krug Andreas,,036871 2 12 52,,98663,Heldburg,Hellinger Str. 185,"50,2796901","10,7239249",nein
Bani Salameh Nabil Zahnarzt Praxis,,02482 26 92,,53940,Hellenthal,Kölner Str. 83,"50,4905055","6,4419671",nein
Sloof Waldo R. Zahnarzt,,02482 22 52,,53940,Hellenthal,Am Bilderstock 3,"50,4935879","6,4595964",nein
Fischer-Munzert Katrin,,09252 73 33,https://www.zahnarzt-helmbrechts.de/,95233,Helmbrechts,Schmiedstr. 3a,"50,237247","11,7153808",nein
Grimm Thomas Zahnarzt,,09252 83 07,,95233,Helmbrechts,Münchberger Str. 19,"50,2387421","11,7191671",nein
Löffler Andrea Dr. Zahnarztpraxis,,09369 14 50,,97264,Helmstadt,Oberholzstr. 14,"49,7655899","9,7023249",nein
Jelenowska Karina Zahnarztpraxis,,05351 39 93 39,,38350,Helmstedt,Bruchweg 6A,"52,2338666","10,9948933",nein
"Krebs Kai-Peter, Zahnärzte",,05351 4 15 44,,38350,Helmstedt,Henkestr. 33,"52,2277339","11,0011638",nein
Patzelt Edgar Dr.med.dent.,,05351 45 11,,38350,Helmstedt,Holzberg 21,"52,2259048","11,0100236",nein
Mehnert Juliane Dr.,,05351 60 51,,38350,Helmstedt,Max-Planck-Weg 7,"52,2205225","11,0247676",nein
Klibor Axel Dr.med.dent.,,05351 97 11,,38350,Helmstedt,Neumärker Str. 3,"52,22785","11,00931",nein
Henke Berthold Zahnarzt,,05351 3 30 55,,38350,Helmstedt,Hauptstr. 59,"52,2438056","10,9650331",nein
Osterberg Christoph Dr. u. Kaiser A.,,05724 36 61,https://www.zahnarztpraxis-helpsen.de/,31691,Helpsen,Bahnhofstr. 78,"52,3109479","9,1175797",nein
Bauer Tilo Dr.,dr-tilo-bauer@t-online.de,05605 62 68,,34298,Helsa,Alte Berliner Str. 10,"51,2580437","9,6860432",nein
Diery L.,info@zahnarzt-diery.de,06333 6 34 11,,67716,Heltersberg,Schillerring 75,"49,3119611","7,7135944",nein
"Dalles Christian Dr.med.dent.MSc., Broelmann Maresa Dr.med.dent.",,09491 23 09,https://www.zahngesundheit-hemau.de/,93155,Hemau,Riedenburger Str. 4,"49,0513739","11,781908",nein
"Verbruggen Michiel Dres., Meisterjahn Vera Dr. Gemeinschaftspraxis Zahnärzte",drs.verbruggen@verbruggen.de,02372 36 00,https://www.verbruggen.de/,58675,Hemer,Am Nöllenhof 4,"51,3839995","7,7672163",nein
Dr. Doktor & Kollegen,empfang@zahnarzt-dr-doktor.de,02372 9 19 50,https://zahnarzt-dr-doktor.de/,58675,Hemer,Nockenstr. 13,"51,3837287","7,7637587",nein
Zahnärzte am alten Amt Dr. Schmischke & Dr. Käpernick,info@zahnaerzte-am-alten-amt.de,02372 1 48 98,https://www.zahnaerzte-am-alten-amt.de/,58675,Hemer,Hauptstr. 98,"51,3797208","7,7666552",nein
Hartwig Oliver Zahnarzt,info@zahnarzthartwig.de,02372 64 22,https://www.zahnarzthartwig.de/,58675,Hemer,Hönnetalstr. 265,"51,3801266","7,8057173",nein
Krumscheid Thorsten Zahnarzt,,02372 1 07 60,,58675,Hemer,Bräuckerstr. 11,"51,3901087","7,7648919",nein
Bergholz Bettina Zahnärztin,,02372 1 23 05,,58675,Hemer,Hauptstr. 168,"51,3843594","7,7662361",nein
Dr. med. dent. Sybille Butzeck Facharztpraxis für Kieferorthopädie,,02372 5 61 81 10,https://www.dr-butzeck.de/,58675,Hemer,Poststr. 22,"51,3864784","7,7666588",nein
"Theisges Dirk Dr.med., Theisges Birgit Zahnärzte",,02372 50 12 70,https://zahnarzt-hemer.de/,58675,Hemer,Stephanstr. 7,"51,3882851","7,7656357",nein
Schüth Bernd Dr. Zahnarzt,,02372 91 44 57,,58675,Hemer,Poststr. 22A,"51,3866409","7,7671873",nein
Pfeifer Norbert Zahnarzt,,02372 50 19 77,https://www.zahnarzt-pfeifer.de/,58675,Hemer,Hauptstr. 169,"51,3832243","7,7667257",nein
Heukelbach Jens Zahnarzt,,09195 70 62,https://www.heukelbach.info/,91334,Hemhofen,Zeckerner Hauptstr. 4,"49,6920606","10,9378317",nein
Türk Hartmut Zahnarztpraxis,,07150 95 99 80,,71282,Hemmingen,Saarstr. 35,"48,8623783","9,0392238",nein
Petrovic Kamelija Dr.dent. Zahnarztpraxis,,,,71282,Hemmingen,Saarstr. 22,"48,8622889","9,0354788",nein
"Hahne Thomas, Napp Silke Zahnärzte",,05101 40 63,https://www.zahnarzt-hemmingen.de/,30966,Hemmingen,Göttinger Str. 69,"52,3027914","9,7397774",nein
Feinschliff - Die Zahnärzte,,0511 42 22 68,https://www.zahnaerzte-hemmingen.de/,30966,Hemmingen,Alfred-Bentz-Str. 9,"52,3137623","9,7238445",nein
Federleicht Kieferorthopädie,,0511 41 04 13 33,https://www.federleicht-kfo.de/,30966,Hemmingen,Rathausplatz 12,"52,3256046","9,7256909",nein
Fischer Bernd Dr. med. dent. Zahnarzt,,0511 42 52 24,https://www.amoc-germany.de/,30966,Hemmingen,Kirchdamm 2,"52,3252129","9,7238477",nein
Köster Peter Zahnarztpraxis,,04771 20 05,,21745,Hemmoor,Rathausplatz 25,"53,6872453","9,1566948",nein
Kücük Nagihan Dr. med. dent.,info@zahnarztpraxis-hemsbach.de,06201 9 86 20 58,https://www.zahnarztpraxis-hemsbach.de/,69502,Hemsbach,Gleiwitzer Str. 40B,"49,5896121","8,6375701",nein
Schulte Jörg Dr. med. dent.,kontakt@zahnarzt-drschulte.de,06201 7 22 27,https://www.zahnarzt-drschulte.de/,69502,Hemsbach,Am Kurpfalzkreisel 1,"49,5916806","8,6463529",nein
Sobiegalla Alexander Dr. Zahnarztpraxis,,06201 4 24 96,https://www.praxis-sobiegalla.de/,69502,Hemsbach,Grabenstr. 2,"49,5905721","8,6526147",nein
Hertfelder Wolfgang,,06201 7 42 28,,69502,Hemsbach,Tilsiter Str. 44,"49,5835683","8,6451985",nein
Klingler-Schneider Evelyne Dr.,,09151 9 56 20,,91239,Henfenfeld,Am Steinfeld 40,"49,4998152","11,395973",nein
Fachzahnarztpraxis für Kieferorthopädie Hübert,info@kfo-huebert.de,02242 9 15 58 60,https://www.kfo-huebert.de/,53773,Hennef,Frankfurter Str. 111,"50,7759866","7,282322",nein
Gemeinschaftspraxis David Meyer & Dr. Ali Navidy Zahnarztpraxis,mail@meyer-navidy.de,02242 9 05 68 56,https://www.meyer-navidy.de/,53773,Hennef,Alte Ladestr. 1-5,"50,7731726","7,2871016",nein
Mesbahi Zdenka Zahnärztin,info@mesbahi-zahnarzt.de,02242 45 62,https://www.zahnarztpraxis-in-hennef.de/,53773,Hennef,Dickstr. 14A,"50,7776007","7,2840635",nein
Bialluch Andreas Dr.,info@zahnarzt-hennef.de,02242 86 98 05,https://www.zahnarzt-hennef.de/,53773,Hennef,Frankfurter Str. 51,"50,7732875","7,28982",nein
"Michalik Antje Dr., Scholz Armin Dr. Zahnärzte",,02242 26 73,,53773,Hennef,Siegfeldstr. 1A,"50,7774212","7,2804624",nein
Halft Marcus Dr. Zahnarztpraxis,,02242 34 42,https://www.zahnarzt-in-hennef.de/,53773,Hennef,Geistinger Platz 2,"50,7718767","7,2690894",nein
Heidrich Karin Zahnarztpraxis,,02242 55 93,,53773,Hennef,Annostr. 72,"50,7984092","7,3051479",nein
Balensiefen Birgit,empfang@balensiefen.info,02248 41 07,https://www.balensiefen.info/,53773,Hennef,Günther-Landsknecht-Str. 2,"50,7280627","7,3721297",nein
Bölke Magdalena Zahnarztpraxis,info@zahnarzt-boelke.de,033434 72 18,https://www.zahnarzt-boelke.de/,15378,Hennickendorf,Berliner Str. 1a,"52,5056183","13,8444486",nein
Lucht-Geuther Heike Dr. und Geuther Michael Dr. Zahnarztpraxis,dr.lucht-geuther@hotmail.de,03302 80 15 79,,16761,Hennigsdorf,Rigaer Str. 30A,"52,6558631","13,1968385",nein
Fügener Jan,info@kfo-hennigsdorf.de,03302 80 25 60,https://www.zahnarzt-fuegener.de/,16761,Hennigsdorf,Dorfstr. 19,"52,6073342","13,1988083",nein
Nickel Uta Zahnarztpraxis,info@kzvlb.de,03302 49 33 90,https://www.kzvlb.de/,16761,Hennigsdorf,Havelpassage 3,"52,636932","13,2032639",nein
Nuck Ursula Zahnärztin,info@zahnarztpraxis-nuck.de,03302 80 26 97,https://www.zahnarztpraxis-nuck.de/,16761,Hennigsdorf,Seilerstr. 14,"52,6425754","13,2092073",nein
Dr. Birgit Bathe-Carstens Zahnärztin,praxis@kieferorthopaedie-hennigsdorf.de,03302 49 89 60,https://www.xn--kieferorthopdie-hennigsdorf-mkc.de/,16761,Hennigsdorf,Havelpassage 5,"52,6368918","13,2028666",nein
Zahnarztpraxis Wehlke Zahnarzt,praxiswehlke@gmx.de,03302 80 12 60,https://www.zaxwe.com/,16761,Hennigsdorf,Havelpassage 13,"52,636823","13,2013877",nein
Frenkert Kai Dr. Zahnarztpraxis,zahnarztpraxis@frenkert.com,03302 80 06 53,https://zahnarztpraxis-hennigsdorf.com/,16761,Hennigsdorf,Waldstr. 56,"52,6471046","13,1991294",nein
Nuck Ursula Ute,,0179 2 42 49 88,,16761,Hennigsdorf,Dorfstr. 16C,"52,6108673","13,2023504",nein
Melerowitz Ludwig Zahnarztpraxis,,03302 22 46 77,,16761,Hennigsdorf,Rigaer Str. 24,"52,65447","13,19685",nein
Irinkow Kerstin Dipl.-Stom. Zahnärztin,,03302 80 00 06,,16761,Hennigsdorf,Marwitzer Str. 39,"52,6492918","13,1972589",nein
Trompka Zahnarztpraxis,,03302 80 07 83,,16761,Hennigsdorf,Hamsterweg 5,"52,6475634","13,1920569",nein
Lau Birgit Fachzahnärztin für Stomatologie,,03302 80 08 82,,16761,Hennigsdorf,Kiefernstr. 11A,"52,6403857","13,1911622",nein
Zahnarztpraxis Mildner Zahnarztpraxis,,03302 80 09 96,,16761,Hennigsdorf,Berliner Str. 77B,"52,6430316","13,2061585",nein
Eppert Cornelia Zahnarztpraxis,,03302 80 28 64,,16761,Hennigsdorf,Schönwalder Str. 23,"52,6312113","13,1946684",nein
Focke Thomas Dr. u. Steihnhoff Lars Dr. Zahnärzte,info@zahnarzt-alsterquelle.de,04193 71 57,https://www.zahnarzt-alsterquelle.de/,24558,Henstedt,Matthias-Claudius-Str. 10,"53,753761","9,9974403",nein
Dr. med. dent. Ivo Krakat med. dent. Jörg Krohn Dr. med. dent. Florian Cölle,,04193 76 22 76,https://www.praxis-kck.de/,24558,Henstedt,Abschiedskoppel 2,"53,7764387","9,9789811",nein
Emig Uwe Dr.med.dent.,info@zahnmaxe.de,06252 7 79 42,https://www.zahnmaxe.de/,64646,Heppenheim,Weiherhausstr. 3,"49,6433","8,6299207",nein
Steinbrenner Harald Dr.med.dent.,harald@docsteinbrenner.de,06252 24 70,https://www.docsteinbrenner.de/,64646,Heppenheim,Wilhelmstr. 19,"49,64153","8,64109",nein
Methe Willi Dr.med.dent.,info@dr-methe.de,06252 51 45,https://www.dr-methe.de/,64646,Heppenheim,Friedrichstr. 31,"49,6426637","8,6396361",nein
Menzel Anja,info@zahnarztpraxis-heppenheim.de,06252 31 79,https://www.zahnarztpraxis-heppenheim.de/,64646,Heppenheim,Friedrichstr. 28,"49,642376","8,6403272",nein
Kloß Stefanie Dr.med.dent.,info@zahnsprechstunde.de,06252 12 68 58,https://www.zahnsprechstunde.de/,64646,Heppenheim,Werlestr. 19,"49,6407205","8,6397246",nein
Peylo Stephan Dr.med.dent. u. Peylo Annette Dr.med.dent.,kfo@docpeylo.de,06252 67 47 47,https://www.docpeylo.de/,64646,Heppenheim,Friedrichstr. 36,"49,6423513","8,6395597",nein
Bauer Arno Dr.med.dent.,zahnarztpraxis-dr.bauer@t-online.de,06252 30 61,https://www.zahnarzt-heppenheim.de/,64646,Heppenheim,Parkhofstr. 10,"49,642233","8,6402938",nein
Kehmeier Barbara Dr.med.dent.,,06252 98 25 15,https://www.zahnaerztin-heppenheim.de/,64646,Heppenheim,Darmstädter Str. 69c,"49,6498722","8,6385106",nein
Salamon Georg Dr.med.Stom. Zahnarzt,info@salamon-zahnarzt.de,07643 9 36 05 04,,79336,Herbolzheim,Feldbergstr. 21A,"48,2165804","7,7721194",nein
Dr. Karin Huber u. Dr. Nicole Wennemann Praxis für Zahngesundheit,,07643 33 39 54-0,https://www.zahngesundheit-herbolzheim.de/,79336,Herbolzheim,Johann-Neusch-Passage 1,"48,2194732","7,7778286",nein
Rothe Andreas,,07643 57 44,,79336,Herbolzheim,Fürstbischof-Galura-Str. 1,"48,2228508","7,7767458",nein
Miller Margarita Dr. Zahnärztin,,07643 67 40,,79336,Herbolzheim,An der Sonnhalde 11B,"48,2153588","7,7831864",nein
Claaßens H. Dr. Zahnarzt für Kieferorthopädie,,07643 88 78,https://www.dr-hermann-claassens.de/,79336,Herbolzheim,Hauptstr. 143,"48,2163217","7,779628",nein
Gerlach Daniel Dr.med.dent.,info@kfo-herborn.de,02772 4 21 21,https://www.kfo-herborn.de/,35745,Herborn,Fritz-Bender-Str. 1,"50,6848129","8,3066299",nein
Krey Torsten Dr.med.dent. u. Franke Johanna Dr.,info@kfo-krey.de,02772 58 22 00,https://www.kfo-krey.de/,35745,Herborn,Westerwaldstr. 11,"50,6792103","8,3031176",nein
Betz Alexander,info@zahnarztbetz.de,02772 92 29 33,,35745,Herborn,Nassaustr. 24,"50,6836185","8,2996533",nein
Görzel Helmut,kontakt@zahnarztpraxis-görzel.de,02772 4 06 43,https://www.zahnarztpraxis-goerzel.de/,35745,Herborn,Geisbergstr. 8,"50,6849779","8,2994141",nein
Krey Christian,,02772 25 27,,35745,Herborn,Hombergstr. 2,"50,6820594","8,3076859",nein
Dönges Katharina,,02772 25 66,,35745,Herborn,Walther-Rathenau-Str. 34,"50,6830948","8,3071029",nein
Michel Axel Dr.,,02772 36 01,,35745,Herborn,Dillstr. 1,"50,6991375","8,3069211",nein
Popal Naqibollah,,02772 37 87,,35745,Herborn,Walther-Rathenau-Str. 5,"50,6855953","8,3058272",nein
Köszegi Virgil u. Trzpis Elzbieta,,02772 4 16 99,,35745,Herborn,Turmstr. 23-25,"50,682936","8,3047735",nein
Nolte Deborah,,02772 6 25 98,,35745,Herborn,Im Forstgrund 6,"50,7017572","8,3377704",nein
Fendler Jörg Dr.med.dent. Zahnarzt,,07324 24 01,,89542,Herbrechtingen,Bussardweg 10,"48,6253509","10,1755903",nein
Beyer Klaus Dr.med.dent. Zahnarzt,,07324 75 05,,89542,Herbrechtingen,Mühlstr. 16,"48,6232475","10,1754775",nein
"Falcke Carsten Dr.med.dent., Tilo",info@dr-carsten-falcke.de,06647 2 34,https://www.dr-carsten-falcke.de/,36358,Herbstein,Müser Str. 49,"50,5583313","9,4506556",nein
"Ritter Jörg Dr., Iris Dr. Zahnärztliche Gemeinschaftspraxis",dres.ritter-herdecke@t-online.de,02330 97 32 75,https://www.kiefergelenkstherapie-ruhrgebiet.de/,58313,Herdecke,Dortmunder Landstr. 30,"51,4293099","7,4457275",nein
Dr. Volker Bierhoff,info@dr-bierhoff.de,02330 8 41 01,https://www.dr-bierhoff.de/,58313,Herdecke,Kirchender Dorfweg 46,"51,4185905","7,4225723",nein
Christoph Klinkowski Dr. F. Schulz & Dr. T. Weist Kieferorthopäden,info@kfo-herdecke.de,02330 9 26 60,https://www.kfo-herdecke.de/,58313,Herdecke,Hauptstraße 50,"51,3993668","7,4327333",nein
Richter Angela Zahnärztin,info@richter-feierabend.de,02330 97 39 91,https://www.richter-feierabend.de/,58313,Herdecke,Auf dem Schnee 8,"51,4293277","7,4173377",nein
Zahnarztpraxis Dr. Kröger Facharzt für Zahnheilkunde,info@zahnarzt-herdecke.de,02330 1 01 02,https://www.zahnarzt-herdecke.de/,58313,Herdecke,Stiftsstr. 6,"51,4000203","7,4313764",nein
Nehm Dr. u. Störmann Dr. Moderne Zahnmedizin Herdecke Ruhr,praxis@zahnaerzte-herdecke.de,02330 22 25,https://zahnaerzte-herdecke.de/,58313,Herdecke,Stiftsstr. 4,"51,3996616","7,4311248",nein
